web-scraper-order,web-scraper-start-url,Pagination,Restoran Adı,Yorum Sayısı,Puan,Restoran Türü,Link,Link-href,Pagination2,Yorumlar
"1720074106-1","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","23 Nisan günü ailemle bir yemek yiyelim diye gittik gitmek olaydık. Yoğunluğu bir yere kadar anlayabiliyorum ama tam bir rezillik. Garson siparişlerimizi yarım saatte biz birkaç kere çağırdıktan sonra aldı. Sonrasında bir saat de sipariş için bekledik yine gelmedi bu arada boşalan masaların tabakları toplanmadı. Ne yeni sipariş geliyor ne de boşlar toplanıyor. 1 saatin sonunda kalktık yemeden."
"1720074106-2","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","yemek sipariş verdikten bir dakika sonra geldi, buz gibiydi hazır geldiği zaten belliydi. ne et tadı vardı ne de kokusu, zorla yedik. yanında meze salaya namına hiçbir şey yoktu. et oranı o kadar azdı ki tabak full pide doluydu. pideler ıslanmaktan mahvolmuş lapa kıvamına gelmişti. hiç beğenmedim yediğim en kötü etti. şu da iyiydi demek isterdim ama maalesef iyi birr sey yoktu."
"1720074106-3","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Uzun zamandirgittigim restoran maalesef çok kötüydü bugün. Bunu şef garson Ahmet Atalay'ın izinli olmasına bağladım. Sadece 3 müşteri vardı benimle 4 oldu bi süre bekledikten sonra ortalıkta boş boş dolaşan garsonlar nihayet siparişi aldı. Sonra 3 kişinin siparişi geldi,bende bekliyorum ki gelecek ama yok. Bununla kalsa iyi salata yok dediler. Malz yokmuş. Sonra kasaya şikayet için gittiğimde malz nin olduğu anlaşıldı. Komi ben yapayım abi deyince ve ardından siparişimin de verilmediğini görünce hadi eyvallah dedim. (Bu arada son 4 ,5 gidisimde üzüm şırasi yok)Ama hemen yanında ki usta döneri keşfettim. Süperdi."
"1720074106-4","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Restorantınızda ailemle birlikte iftar için gelip iskender yedik ama lezzet konusunda sıfırdı.Sosu yoktu tereyağ desen oda doğru düzgün yoktu.Masada ne peçete nede bıçak vardı.Eti resmen zorla kestik.Ailemle güzel bir iftar yapma hayaliyle gelmiştim fakat beklediğim gibi olmadı.Gercekten düzeltmeyecekseniz kendinizi kapatın bence o restorantı!"
"1720074106-5","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","3 gün önce iftar için İskenderinizi tercih ettik keskede tercih etmeseydik.Cok pişman olduk.İskenderde sos çok az tereyağ adında hiçbir şey yoktu.Servisiniz berbattı masalarda peçete ve bıçak yoktu.Eti keserken çok aşırı zorlandık.450₺ da para verdik ama kesinlikle parasına değmez.Asla bir daha tercihim olmayacaksınız.Tek kelimeyle pismanlıksınız!"
"1720074106-6","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Servis hizmet davranış herşey berbat. Böyle hizmet olmaz olsun. Lanet olsun sizin hizmetinize yapacağınız işe. Gitmeyin 5 kuruş etmez işyeride çalışanlarıda lefleride."
"1720074106-7","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Ya arkadaşım hem davet ediyorsun dışarda yürürken davet ediyorsun bir de ya tavuk dönercimisin sen neden yoldan çeviriyorsun beni böyle saçma bir yer daha görmedim ciddi söylüyorum neyse yiyelim dedik adam dönüp bakmadı ya nasıl Bi garson nasıl iş nasıl yemek aklım ermiyor biran önce kapatılmalı aç kal daha iyi paranla rezil ol 4 kişi iskender söyledik insan ortaya Bi salata yada patates getirir sadece biber turşusunu koydu gitti dönüp yüzümüze bakmadı ya böyle sorumsuz bir yer olamaz bence kapatılmalı"
"1720074106-8","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Personel dikkatsiz. Pecete bile koymamışlar. Tereyağ cok gec geldi. Patates kızartması yağda yüzüyordu. Keşke daha özenli çalışsalarmış."
"1720074106-9","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","İftarımızı orada yapalım dedik iftar paketi verelim dediler tamam dedik sonra 4 tane iftariyelik eksik geldi kusura bakmayın kalmamış diyorlar bi de  yemedigimiz şeyin parasını istiyorlar bir daha kesinlikle tercih etmiyorum paranla kaziklaniyorsun"
"1720074106-10","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Açma içinde sıradan bi restoran tarzında çokta bişey beklemeyin.bursa kebabı da iskenderin birebir aynısı."
"1720074106-11","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Çok basit bir döner durumu bile yarım saatte getiren yavaş ve dikkatsiz personel yapısı mevcut... özür dileme ve nezaket sanırım bunlara hiç rastlamamis... müşteriye önem değil para gözü ile baktıklarını sanıyorum.  Selpak istediğimde hesabı getirene mi yanarsiniz yoksa etrafa boş boş bakana bilemem. Bence burası yetersiz ve bu şekilde yetersiz olan bir yerin yemek kalitesinin de ne kadar olacağını siz düşünün artık. .."
"1720074106-12","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye de İskender kültürü fazla olmadığı için tercih edilecekse buranın en başarılı yer olduğunu söyleyebilirim.  Yalnız salata menüsü lezzetsiz. Mekanın içinde yiyorsaniz hizmet iyi ama avm içinde başka masalarda yiyeceksiniz sizi unutup bekletebilirler."
"1720074106-13","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'de yiyebileceğiniz en iyi iskender kebaplardan biri. Personeli ilgili ve alakalı. Lezzet güzel. İskenderin yanında ikram edilen mezeler ve çeşitler de çok iyi. Gördüğüm tek kusur sandalyelerinin biraz kirli olması. Umarım kısa süre içinde konsept değişikliğine gidilir. 😊"
"1720074106-14","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","En son bu hafta gittim..guleryuzlu personeli ve nefis yemekleri var..bursa kebabı ve İskenderi çok iyi..şirasi mükemmel.mutlaka deneyin"
"1720074106-15","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Kuzenlerle iftar yapmak icin uygun bir yer. 30 tl ye icinde tatlisi corbasi olan iftar menusunu secebilirsiniz. 
Iftar icin onceden yer ayirtmayin cunku son dk kadar yer bulursunuz. Ancak servis kotu. Tam zamaninda hersey hazir olmuyor. Daha profesyonel olmalilar. 
Iskenderin domates sosu biraz az tereyagi daha fazla olabilir."
"1720074108-16","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Osmaniye de avm içerisinde bulunan bursa kebap evine 11.06.2016 tarihinde eşimle beraber iftarımızı yapmaya gittik iftardan dolayı biraz kalabalıktı ama servis karşılama gayet iyiydi fakat yemeğin sonlarına doğru turşunun üzerinde kara sinek fark ettik bunu da garsona gösterdik. Garsonda direk restaurantın sahibi olduğunu düşündüğüm bayana gösterdi. Daha sonrasında hesap ödemeye gittiğimizde bu durumu bayana tekrar söylediğimde allah allah nasıl gelmiş oraya diyerek geçiştirdi ne bir özür nede başka bir şey demedi tamam olabilir böyle şeyler çokta abartmadık ama insan nezaketen de olsa özür diler kusura bakmayın der. Her şey para değil. Bir daha gider miyim gitmem."
"1720074108-17","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Osmaniye merkezde bulunan Park 328 içerisinde restaurantlar bölümünde yer alan Bursa İskender bölgenin en iyi konsept ve lezzetine sahip. Çocuklarla birlikte hafta sonları vazgeçilmezlerimizden biri olan Bursa İskender, Bursa nın damak lezzetini Osmaniye'ye sevdirdi. Kalabalık bir ortam olmasının yanı sıra servis kalitesi ve hijyeni ile de göz dolduruyor. Salata bar da bulunan çeşitler ise AVM nin en iyisi diyebilirim. Tavsiye eder miyim? Kesinlikle evet. Dezavantajı: AVM gürültüsü çok."
"1720074108-18","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Osmaniye Park AVM içerisindeki mekan gerek lezzetli yemekleri gerekse çalışanlarının başarılı hizmetleri ile vazgeçilmez bir yerdir.Ben yolu düşen herkese tavsiye ederim."
"1720074108-19","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Özellikle iskender süper. Öğle yemek saati biraz yoğun oluyor. Osmaniye'nin en lezzetli kebap mekanı... Salata Çeşitleri artırılmalı..."
"1720074108-20","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Ailemle beraber arada bir gideriz.Türkiye çapında bir marka ve lezzetli iskenderi var.Lakin sıcaklardan midir yoksa gözü tok esnafliktan mı bilinmez hizmet kalitesi bayaa düştü.Yemeğin ortasında tereyağ gelir,garsonlar verilen siparişi iki defa demeden anlamaz,kasiyer hesap ödemek için kasaya gelmedikçe dışarıdaki masadan telefonu bırakıp gelmez,bi afiyet olsun diyen kalmadi artık.Eski hizmet kalitesini bekliyoruz."
"1720074108-21","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","AVM de gezip alışveriş ettik,yorulduk,acıktık.Genelde bu tür yerlerde nasılsa müşteri geliyor sistemi geçerlidir.Bursada yenen Döner kalitesi burada da mevcut.Pidesi de güzel.Hizmet biraz yavaş ama ne yapalım,burası yavaş şehir."
"1720074108-22","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","İskender kebabı tatmak isteyen bence buraya uğramalı ve kebabı denemeli daha önce yediklerinden farkı o zaman anlayacaktır. Servis sunum çok iyi ortam güzel alışveriş merkezinin içi."
"1720074108-23","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","İskenderi fena değil ama salata büfesi zayıf. Masadaki boşları ya çok geç alıyorlar ya da kalkana kadar almıyorlar. Galiba mutfağa bizim götürmemizi bekliyorlar 😄"
"1720074108-24","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","35. Bursa Kebap Evi","27 yorum","5 baloncuk üzerinden 2,5","Türk","5 baloncuk üzerinden 2,527 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3642832-Reviews-or15-Bursa_Kebap_Evi-Osmaniye_Osmaniye_Province.html","Osmaniye Park AVM içerisinde yer alan mekan iskender kebabı ile öne çıkmaktadır.Lezzetli bir mekan olup,tavsiye ederim."
"1720074113-25","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Hiç memnun kalmadık. Hizmet, sunum, her şey rezalet. Eğer Türk kahvesinden 125 tl para alıyorsanız yanına en azından utanıp lokum koyarsınız o bile yok. Mekan sahibine farklı mekanlara gidip ikram nasıl yapılır, müşteri nasıl memnun edilir bu konularda gözlem yapmasını öneriyorum."
"1720074113-26","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Çok pahalı bir işletme 4 çay bir yeşil çay iki dilim pasta iki küçük paket meyve suyu 945 lira hesap çıkardılar bir daha tövbeler olsun önünden bile geçmem ben o fiyata zorkunda 1.5 kiloluk tava yerdim hemde sınırsız ayran şalgam ve çay içerek"
"1720074113-27","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Böyle küçük hesapçı, dolandırıcı bir işletme görmedim, Türkiye’nin neredeyse tüm turistik bölgelerini gezmiş biri olarak söylüyorum bunu.  1 kişilik zorkun tava ya 2 kişilik servis istedik. Başta sadece bir kişiye getiriyoruz 2 kişilik olmuyor vs. İşi Zorlaştırmaya çalıştılar. Kardeşim 1 tane istiyorsam 1 tane getirirsin. Neredeyse 2 zorkun tava parası aldılar. Bir daha gitmem kimseye de tavsiye etmem."
"1720074113-28","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Bugün ablamı ve eşini gezdirirken durup 4 sade türk kahvesi içtik yanında hicbirsey istemedik. 15 dakika durup 4 kahve içmenin ücreti 300 TL. Şaka gibi Antalya'daki 5 yıldızlı bir otelde icseydik en fazla bu kadar turtardi. Yazık resmen dolandırıcılar. Hiçbir şekilde tavsiye etmiyorum."
"1720074113-29","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Dört bes ay öncesinde cok sevdigim ve hep önerdigim bir mekan olmasina ragmen sanirim artik hizmet anlayislari degismis. sözüm ona ikram olarak masaya getirdikleri patlamis mısırı da ucrete yansitip resmen insan dolandiriyorlar; dünyanin hicbir yerinde masaya sormadan getirilen ürünlerden ucret alinmaz. her zaman herkesin yaninda da hesap özeti sorulmuyor, insanlari zor durumda birakiyorlar. Bu sebeplerle cok musteri kaybettigini gördüm, artik mekan en islek olmasi gereken günde bile bos kaliyor. Umarim iş ahlaklarini tekrar gözden gecirirler. zira konumu acisindan cok guzel yerde."
"1720074113-30","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye seyir terasında az önce bulundum her seferınde olduğu gibi yine kasada beklenenn üstünde ücretle karşılastım asla gelmeyin masaya sormadan getırdıkleri patlamış mısır 15 tl çıktı daha önce de herşeyi ıkı kez yazıop fiyat almışlardı her şeyiyle 0 mekan"
"1720074113-31","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Güzel bir manzarası var yemek yerleri kaliteli insanları güzel osmaniye bir farklı görünüyor gözetleme yerleri efsnae"
"1720074113-32","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","İki kere geldik. İlki ramazan ayındaydı, Adana menü ve kavurma menü olmak üzere 2 seçenek sunuyorlardı, lezzet fena değildi, serviste aksaklıklar olsa da ramazan olmasına bağlamıştık ki çok kalabalık da değildi. Eylül sonu tekrar ve bu kez gündüz gittik. Arazi düzlenirken hiç ağaç bırakılmadığı için hiç gölge yok o nedenle gündüz dışarıda oturmak imkansız. Menü çok zayıf, 2 kebap ve birkaç pide dışında seçenek yok. Menüde yok ama tandırımız var, tavsiye ederiz dediler, çok iyi pişmiş ama lezzeti eksik bir tandıra kişi başı 50 TL ödedik. Yemek geldikten sonra masaya uğrayan bile olmadı, ne bir isteğiniz var mı diye soran ne çay ikram eden. Defalarca isteme sonucu 2 çay geldi. Yemek yenen yerde çaydan ücret alındığını gördüğüm nadir yerlerden biri oldu. Üstelik her istediğimizde masaya gelmeyen çaylar adisyona işlenmiş. Özetle, Hizmet kalitesi maalesef kötü, kayda değer bir lezzet yok, yayla yoluna yapılmasına rağmen doğadan eser yok. Manzara ise Osmaniye'nin ne manzarası olursa o kadar. Önerim sadece akşamları çay içmeye gidin."
